"1 0.047888238125494 0.835342662172501 0.62965358323714 0.0465314491085986"
"2 0.18978169846816 0.81941770926103 0.585525556629734 0.210875859048527"
"3 0.236549369139935 0.801414860976249 0.682211132206958 0.245437915639428"
"4 0.260953352389634 0.80772013582302 0.592110344011937 0.254117464524072"
"5 0.199398618713512 0.845001016024075 0.611895513996413 0.213092201422699"
"6 0.0752297253838896 0.797743399442391 0.622366358196728 0.114219843548081"
"7 0.229496503012015 0.844457323477372 0.60670970685976 0.210577127545501"
"8 0.425112483146992 0.859428451649167 0.656292000649746 0.419772038420413"
"9 0.201921413413763 0.849638327353425 0.561345735033868 0.190806099258724"
"10 0.317795882513227 0.862998114415624 0.692452768049442 0.312322220352094"
