"1 1,23.7501867178794,24.169044764104 1,23.7501867178794,25.0495935806827 1,23.7501867178794,25.9346788529443 1,23.7501867178794,24.1464918156652"
"1 1,25.7784912841075,23.9805965291329 1,25.7784912841075,24.8130008333238 1,25.7784912841075,24.9526325750621 1,25.7784912841075,24.1243766087582"
"1 1,28.021420692778,25.0013304430095 1,28.021420692778,27.4253483022109 1,28.021420692778,24.9309387483469 1,28.021420692778,24.8626702587352"
"1 1,25.4444036869147,24.2000157439469 1,25.4444036869147,23.8904574808472 1,25.4444036869147,24.7195872920618 1,25.4444036869147,24.4542254129296"
"1 1,23.89034338683,25.7442652732928 1,23.89034338683,25.8079775185422 1,23.89034338683,25.4005264988967 1,23.89034338683,25.2544054092524"
"1 1,20.871357563074,25.26994639337 1,20.871357563074,22.9951257510321 1,20.871357563074,23.6579297835369 1,20.871357563074,25.0601050761978"
"1 1,29.6544380461749,24.0255213649883 1,29.6544380461749,25.9067495774323 1,29.6544380461749,24.7613692087669 1,29.6544380461749,24.0210323346695"
"1 1,22.3438041612745,23.4866561101371 1,22.3438041612745,23.8169132755673 1,22.3438041612745,24.4200447243431 1,22.3438041612745,23.9851967149153"
"1 1,19.6285684267991,23.2294842552057 1,19.6285684267991,22.1311190211597 1,19.6285684267991,23.2949758832168 1,19.6285684267991,23.8461767602325"
"1 1,23.6102593487957,24.8666032571576 1,23.6102593487957,22.682245574388 1,23.6102593487957,23.4587720637747 1,23.6102593487957,24.8193785375822"
"1 1,27.1115120672294,23.7754218537507 1,27.1115120672294,23.6965588145804 1,27.1115120672294,23.7501961976459 1,27.1115120672294,23.9224784072883"
"1 1,22.4688094435333,23.7790085215124 1,22.4688094435333,22.552678398687 1,22.4688094435333,23.1528079024477 1,22.4688094435333,24.159522307079"
"1 1,23.7396561418575,24.225593153283 1,23.7396561418575,23.2557521275969 1,23.7396561418575,23.7585700862699 1,23.7396561418575,24.1011600881132"
"1 1,23.3141953058649,24.1266532058668 1,23.3141953058649,23.4005906154347 1,23.3141953058649,24.7593721982251 1,23.3141953058649,24.1627684032653"
"1 1,29.1947300437024,25.1388140390187 1,29.1947300437024,26.730679444813 1,29.1947300437024,26.3381382968797 1,29.1947300437024,25.0757604320742"
"1 1,24.1359695665443,25.5030645876496 1,24.1359695665443,25.0524170430255 1,24.1359695665443,24.1075959214761 1,24.1359695665443,25.212209701806"
"1 1,20.0975931450027,24.9857383414337 1,20.0975931450027,22.4527783871695 1,20.0975931450027,23.3395940191597 1,20.0975931450027,24.9600287587106"
"1 1,21.7888140492077,24.6983643716487 1,21.7888140492077,23.2269097353147 1,21.7888140492077,23.3101126000066 1,21.7888140492077,24.6456070242122"
"1 1,25.4007022026603,25.5739232405099 1,25.4007022026603,26.2253395094638 1,25.4007022026603,25.7956466604235 1,25.4007022026603,25.1786662946495"
"1 1,21.3067982238615,23.919375896491 1,21.3067982238615,22.6948162742914 1,21.3067982238615,23.6260467866812 1,21.3067982238615,24.024268352455"
"1 1,22.6856785976857,23.2699156616764 1,22.6856785976857,23.2241787425268 1,22.6856785976857,24.1940891775505 1,22.6856785976857,23.7923904542526"
"1 1,25.050906631585,24.7778025310536 1,25.050906631585,25.5767219102208 1,25.050906631585,25.0360956519614 1,25.050906631585,24.634297341483"
"1 1,20.7117562769342,24.714463170047 1,20.7117562769342,23.2502570577928 1,20.7117562769342,23.6375209767024 1,20.7117562769342,24.7241088937121"
"1 1,19.9635322708626,23.5186088739175 1,19.9635322708626,22.220754676831 1,19.9635322708626,23.0914309566522 1,19.9635322708626,23.6182285273832"
"1 1,29.591779412118,24.8170024161884 1,29.591779412118,26.3284404770977 1,29.591779412118,25.0399992704958 1,29.591779412118,24.5212007103165"
"1 1,19.8873394699364,25.3589885374175 1,19.8873394699364,23.3652335652816 1,19.8873394699364,23.8611297441533 1,19.8873394699364,25.0258149925482"
"1 1,23.6761628161128,23.0000409286853 1,23.6761628161128,24.0839044890358 1,23.6761628161128,24.8291141532897 1,23.6761628161128,23.6302666032956"
"1 1,26.5554711827714,24.7189305748669 1,26.5554711827714,24.4212043392431 1,26.5554711827714,23.9277105278518 1,26.5554711827714,24.5518442326248"
"1 1,23.053769389286,24.4921640643327 1,23.053769389286,23.7314245017577 1,23.053769389286,24.1909115850834 1,23.053769389286,24.5801268667809"
"1 1,29.1086162213276,23.0542859545775 1,29.1086162213276,25.0906438212437 1,29.1086162213276,24.4916896936946 1,29.1086162213276,23.4793913005382"
"1 1,27.4083984818076,25.0297515445739 1,27.4083984818076,26.0370745405446 1,27.4083984818076,25.337145943118 1,27.4083984818076,24.9689637163027"
"1 1,21.5459882226455,23.5591024598246 1,21.5459882226455,23.2573854441263 1,21.5459882226455,23.725975459382 1,21.5459882226455,23.6983356912493"
"1 1,26.7539972066023,26.0632694220593 1,26.7539972066023,28.4703827040399 1,26.7539972066023,25.3980774803999 1,26.7539972066023,25.477876169269"
"1 1,26.9574155203367,24.2873108197466 1,26.9574155203367,24.6508237962509 1,26.9574155203367,23.9838796467527 1,26.9574155203367,24.3210827061313"
"1 1,26.5560391841551,23.8182137033231 1,26.5560391841551,24.4175136868086 1,26.5560391841551,24.2659393405976 1,26.5560391841551,24.1753919193416"
"1 1,20.0994754043828,25.1667551233359 1,20.0994754043828,22.3894935965351 1,20.0994754043828,23.4376783522633 1,20.0994754043828,24.8413055635606"
"1 1,28.3371284908929,25.4680127551325 1,28.3371284908929,26.3906161833107 1,28.3371284908929,25.368583730953 1,28.3371284908929,25.25045227987"
"1 1,25.1978208114103,22.2114262652477 1,25.1978208114103,24.2222448812423 1,25.1978208114103,25.101067421337 1,25.1978208114103,22.8808463235756"
"1 1,25.0334263924038,24.6321319797022 1,25.0334263924038,24.4305614328115 1,25.0334263924038,24.084237872158 1,25.0334263924038,24.6789829265357"
